id,organization_id,first_name,last_name,email,phone,role,volunteer_type,organization_name,notes,photo_url,active,created_at,updated_at,user_id,roles,address,max_capacity,preferred_species
aa7b5e99-fb4c-4969-8aad-5a30a4ca8ffd,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Violet,Ellis,violet.ellis@hotmail.com,915-669-5084,volunteer,,,Helps with intake paperwork on clinic days.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{transport},,,
3c2c62f8-7bb7-4bcf-84d3-5d410fb9c0e4,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Kai,Barnes,kai.barnes@gmail.com,399-686-6356,vet,,Rainier Animal Hospital,"Cat-only household, multiple rooms for separation.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{foster_parent,vet}","6310 3rd Ave, Tacoma, WA 98402",10,"{Other,Cat}"
d66491dd-685d-480b-89f7-f591883216e0,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Maya,Torres,maya.torres@gmail.com,427-987-6614,volunteer,,,Three dogs of their own; can foster compatible new dogs only.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"2154 Magnolia Dr, Burien, WA 98146",10,"{Cat,Other}"
797da837-afcf-4e22-942c-df1987c14707,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Ava,Turner,ava.turner@outlook.com,255-825-4762,volunteer,,,Three dogs of their own; can foster compatible new dogs only.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"5646 Sunset Blvd, Federal Way, WA 98003",10,{Dog}
3cce7621-499f-4abb-b67e-dbe9b4da5c31,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Lincoln,Gonzalez,lincoln.gonzalez@gmail.com,600-691-2777,rescue_staff,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{rescue_staff},,,
ffc2bfcf-fecd-4b99-a75f-8e0a5e33bd35,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,William,Cox,william.cox@protonmail.com,374-815-2975,volunteer,,,Two-story house with a fully fenced yard. Comfortable with medium-large dogs.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"1977 Aurora Ave, Shoreline, WA 98155",4,{Other}
e6b3cdd6-b2b8-4e42-a93a-f5288fd256e8,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Henry,Sanchez,henry.sanchez@protonmail.com,,vet,,Queen Anne Vet Clinic,Volunteer drives the south route on Saturdays.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{vet},,,
0a9d6221-a1df-4313-8831-3ef0e6657f55,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Owen,West,owen.west@gmail.com,380-407-6883,volunteer,,,TNR specialist — knows the colonies in South Park.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{admin},,,
8cf9533b-387b-4756-8572-117ebe220648,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Aria,Moore,aria.moore@gmail.com,542-927-8778,volunteer,,,Donor relations — handles in-kind donations.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{social_media,transport}",,,
9c57a892-407d-4a5f-b522-7e563d5d513e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Victoria,Moreno,victoria.moreno@outlook.com,234-541-8241,volunteer,,,Available for hospice fostering when needed.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"973 Sunrise Ave, Seattle, WA 98115",2,"{Dog,Other,Cat}"
633db0ed-efc4-4da4-af2f-1fe9b67b8c4a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Leo,Moreno,leo.moreno@protonmail.com,890-448-4161,rescue_staff,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{rescue_staff},"5321 Greenwood Ave, Seattle, WA 98122",,
0eef569c-547b-4bbb-9950-2e1a7e36c68d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Maya,Herrera,maya.herrera@protonmail.com,933-700-7393,volunteer,,,Can do medical foster — comfortable administering injections.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{foster_parent,trapper}","634 Maple St, Edmonds, WA 98020",1,{Dog}
7a786015-fd93-4529-9408-30bab7623567,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Frankie,Gonzales,frankie.gonzales@icloud.com,292-330-4435,volunteer,,,Has a senior dog at home; cannot take high-energy puppies.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"763 Elm St, Shoreline, WA 98155",6,"{Cat,Dog,Other}"
9b6d47b2-362f-49ed-a1f0-2de75c66655c,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Reese,Castro,reese.castro@icloud.com,969-803-4529,volunteer,,,Two-story house with a fully fenced yard. Comfortable with medium-large dogs.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"1031 15th Ave S, Tacoma, WA 98402",1,"{Other,Cat,Dog}"
6e83f7c8-9030-4328-a2f4-91f4452cb88f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Hiroshi,Sanchez,hiroshi.sanchez@hotmail.com,324-625-1460,vet,,West Seattle Vet Hospital,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{vet},,,
fd227812-2aed-4d89-a9f0-67be8c710c4c,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Oliver,Hall,oliver.hall@gmail.com,928-815-7624,volunteer,,,Adoption event lead.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{transport},,,
57df8a3a-08cf-44c2-af4d-523544fe185d,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Fatima,Harrison,fatima.harrison@gmail.com,348-355-2379,volunteer,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{trapper},,,
21e48127-caa7-4215-96fe-b15fbf2b501e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Diego,Ward,diego.ward@protonmail.com,454-440-6963,vet,,Puget Sound Veterinary,Helps with intake paperwork on clinic days.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{vet},,,
b117e09a-c598-4af1-b001-ba1cfcdb8300,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Bailey,Carter,bailey.carter@outlook.com,876-360-0739,volunteer,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{event_support},"6681 Washington St, Bellevue, WA 98004",,
4cc1ef80-ec2c-46fa-b93c-cfe3818e4a18,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Casey,Medina,casey.medina@yahoo.com,961-223-7349,volunteer,,,Has a separate quarantine room — great for ringworm or URI cases.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"6818 Spruce Way, Everett, WA 98201",4,"{Dog,Cat}"
a3071ced-0bc9-4d40-808d-8cfcabaf629e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Jack,Griffin,jack.griffin@gmail.com,260-698-9487,volunteer,,,"Has experience with neonatal kittens, willing to bottle-feed.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"9202 15th Ave S, Seattle, WA 98122",1,"{Other,Dog}"
f1fdaeb7-a16b-4648-8f3d-aeb9aa2ae480,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Maya,Rogers,maya.rogers@gmail.com,799-392-8710,rescue_staff,,,Primary contact for low-cost spay/neuter clinic referrals.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{rescue_staff,admin}",,,
a0114788-1820-40d4-a82b-bf71510e9aa9,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Noah,Wood,noah.wood@yahoo.com,310-684-8075,volunteer,,,Volunteer drives the south route on Saturdays.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{admin},"4239 Lincoln Blvd, Olympia, WA 98501",,
9acb8aed-a026-41e7-8966-f2708b744682,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Grace,Peterson,grace.peterson@icloud.com,910-417-2639,volunteer,,,"Long-time volunteer, has fostered 30+ animals over 5 years.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{foster_parent,trapper}","1958 7th Ave, Seattle, WA 98144",7,"{Other,Dog}"
e0410b92-e686-49d2-a7b1-756344dd1d64,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Zoey,Graham,zoey.graham@outlook.com,239-794-6700,volunteer,,,"Available weekdays, prefers short-term placements.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"1238 Washington St, Seattle, WA 98144",10,"{Dog,Other,Cat}"
f62d0f2b-34f7-4a40-8c04-fdbde0f161dd,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Grace,Long,grace.long@gmail.com,,volunteer,,,Donor relations — handles in-kind donations.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{admin},,,
692bbdd2-abae-46a0-8e8e-18351f512c3b,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,William,Chavez,william.chavez@gmail.com,910-513-6656,volunteer,,,Available for hospice fostering when needed.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"8506 Beacon Ave, Seattle, WA 98115",10,"{Other,Dog,Cat}"
6372220e-3170-4ef9-933d-940caa252140,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Isaiah,Adams,isaiah.adams@protonmail.com,716-971-3562,volunteer,,,"Available weekdays, prefers short-term placements.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"1436 23rd Ave S, Seattle, WA 98122",2,{Dog}
45e95e2e-2e34-414d-bd2d-70d5aea16de6,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Sawyer,King,sawyer.king@yahoo.com,709-682-6908,volunteer,,,Has a senior dog at home; cannot take high-energy puppies.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"9050 Magnolia Dr, Shoreline, WA 98155",4,{Dog}
34d69b2f-d2e0-4b8f-ae27-287415998f05,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Kai,Russell,kai.russell@outlook.com,449-298-9302,volunteer,,,"Small apartment, prefers cats or small dogs. Quiet building.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"1375 Aspen Ct, Edmonds, WA 98020",1,"{Other,Cat}"
67bff50c-a024-49a6-9a8d-01b4767bf6f9,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Charlotte,Johnson,charlotte.johnson@gmail.com,640-349-8789,volunteer,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{event_support,trapper}",,,
7b89bb01-1706-44e0-86e5-623ac603704a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Grayson,Henry,grayson.henry@icloud.com,576-217-6311,volunteer,,,TNR specialist — knows the colonies in South Park.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{transport},"8145 Sunset Blvd, Bothell, WA 98011",,
be10eb4c-27c3-4e53-a2ee-98c784a19b2b,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Levi,West,levi.west@gmail.com,448-261-6798,adopter,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{adopter},"7673 Spruce Way, Burien, WA 98146",,
fb09542f-9c0a-428e-8256-a58ae0b1a27a,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Aiden,Vargas,aiden.vargas@yahoo.com,256-582-7152,rescue_staff,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{rescue_staff},,,
41a789b1-77da-4330-af31-fa0ba2aeafe7,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Nora,Hayes,nora.hayes@gmail.com,426-364-0587,volunteer,,,Adoption event lead.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{admin},"8577 2nd Ave, Bellevue, WA 98004",,
1b3a27b9-08dc-41de-9706-8f6bec3bdee3,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Jamie,Thompson,jamie.thompson@gmail.com,234-580-1365,volunteer,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{trapper,event_support}",,,
0aec03b1-ca9a-418f-acd1-930e265b3261,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Kofi,Mitchell,kofi.mitchell@outlook.com,708-361-3088,volunteer,,,Volunteer drives the south route on Saturdays.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{social_media},,,
33953730-d35a-4c99-b7af-01eedd91d171,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Diego,Peterson,diego.peterson@protonmail.com,628-357-9126,volunteer,,,Helps with intake paperwork on clinic days.,,false,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{social_media},,,
cdca4ad3-4c9c-4db6-aedb-a3b1aa34a6af,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Elliot,Kelly,elliot.kelly@gmail.com,,rescue_staff,,PAWS,Donor relations — handles in-kind donations.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{rescue_staff},,,
4f1c19b2-e988-4993-88ac-b2ddf8e5ac20,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Drew,Diaz,drew.diaz@icloud.com,837-526-1076,vet,,Capitol Hill Veterinary,Helps with intake paperwork on clinic days.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{vet},,,
6504cdbb-a7b2-4240-932e-d58220fb6d07,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Elliot,Russell,elliot.russell@protonmail.com,267-517-1523,vet,,Cascade Veterinary Hospital,"Available weekdays, prefers short-term placements.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{vet,foster_parent}","934 Aurora Ave, Federal Way, WA 98003",6,{Dog}
b792d65e-b150-4cad-a79e-ff17079cf60e,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Ava,Carter,ava.carter@protonmail.com,317-960-6922,volunteer,,,"Available weekdays, prefers short-term placements.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"6748 Beacon Ave, Kent, WA 98030",10,{Cat}
c4d9a4e8-1e25-45a5-ac7b-13fa8cb74801,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Zoey,Powell,zoey.powell@gmail.com,625-368-0356,volunteer,,,"Small apartment, prefers cats or small dogs. Quiet building.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"6671 Main St, Renton, WA 98055",4,"{Cat,Dog}"
c32c6049-4efc-49d2-b07a-4045966cd296,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,James,Ramirez,james.ramirez@yahoo.com,248-388-8110,volunteer,,,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{trapper,transport}","6996 California Ave, Renton, WA 98055",,
86104fdc-cd37-49f4-9f77-808fd6cbce15,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Elijah,Ramirez,elijah.ramirez@protonmail.com,783-792-9838,volunteer,,,Donor relations — handles in-kind donations.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{admin},"8068 Jefferson St, Bothell, WA 98011",,
67a80daf-5b90-4682-bde9-8f1ebd516fd0,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Elliot,Davis,elliot.davis@hotmail.com,483-712-0553,volunteer,,,"Cat-only household, multiple rooms for separation.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"3832 Sycamore St, Shoreline, WA 98155",2,{Dog}
2cd1b7dc-ffe1-4248-8785-2f1474d592fe,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Madison,Ortiz,madison.ortiz@outlook.com,860-671-1641,volunteer,,,"Available weekdays, prefers short-term placements.",,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"2989 Sunrise Ave, Everett, WA 98201",2,"{Cat,Dog,Other}"
0fe84663-138d-425e-ac4c-8de4b64bc994,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Henry,Parker,henry.parker@hotmail.com,,vet,,SoDo Animal Care,,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{vet},"8661 Jefferson St, Bellevue, WA 98004",,
4aaca850-a29c-4dad-8002-d48242d4c099,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Samuel,Robinson,samuel.robinson@yahoo.com,393-742-3505,volunteer,,,Has a separate quarantine room — great for ringworm or URI cases.,,false,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,{foster_parent},"4722 Hill St, Federal Way, WA 98003",5,"{Cat,Dog}"
3caecd15-7dfb-4046-b23b-ade7d688c50f,ba7403e4-d70b-4fcf-9b3e-5a1c0d821032,Emerson,Ward,emerson.ward@hotmail.com,501-360-8764,rescue_staff,,,Primary contact for low-cost spay/neuter clinic referrals.,,true,2026-05-24T06:09:13.060Z,2026-05-24T06:09:13.060Z,,"{rescue_staff,admin}",,,
